Column1,Column2
"قديش ثمن "" الجهاد.. فكراً وممارسة""؟",SELECT Price FROM books WHERE Title = 'الجهاد.. فكراً وممارسة';
"قديش ثمن "" الديمقراطية الأمريكية الجديدة""؟",SELECT Price FROM books WHERE Title = 'الديمقراطية الأمريكية الجديدة';
ما الكتب التي كتبها سعيد حمدان وشو هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'سعيد حمدان';"
"شو سعر كتاب "" أستخدام تحليل الانحدار اللوجستي لمعرفة مسببات الاصابة بسرطان الثدي""؟",SELECT Price FROM books WHERE Title = 'أستخدام تحليل الانحدار اللوجستي لمعرفة مسببات الاصابة بسرطان الثدي';
شو الكتب التي كتبها هيجل وشو هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'هيجل';"
"مين الكاتب تبع "" الدليل القويم على الصراط المستقيم""؟",SELECT Author FROM books WHERE Title = 'الدليل القويم على الصراط المستقيم';
مين دار النشر لكتاب المغرب الذي عشته؟,SELECT Publisher FROM books WHERE Title = 'المغرب الذي عشته';
"بتعرف عدد صفحات كتاب "" ممثلو الكوميديا""؟",SELECT Pages FROM books WHERE Title = 'ممثلو الكوميديا';
مين دار النشر لكتاب محمد بن علي الشوكاني وجهوده التربوية؟,SELECT Publisher FROM books WHERE Title = 'محمد بن علي الشوكاني وجهوده التربوية';
التصنيف تبع كتاب أبحاث في التاريخ الإسلامي شو؟,SELECT Category FROM books WHERE Title = 'أبحاث في التاريخ الإسلامي';
الغلاف تبع توماس أرسطولوش وسر الحبق كيف شكله؟,SELECT Cover FROM books WHERE Title = 'توماس أرسطولوش وسر الحبق';
"شو سعر كتاب "" تويتر .. مسرح القسوة""؟",SELECT Price FROM books WHERE Title = 'تويتر .. مسرح القسوة';
"بتعرف مين كتب "" الأنوار الجليّة في الشمائل المحمديّة""؟",SELECT Author FROM books WHERE Title = 'الأنوار الجليّة في الشمائل المحمديّة';
"مين اللي كاتب كتاب ""الحياة المشتركة""؟",SELECT Author FROM books WHERE Title = 'الحياة المشتركة';
شو الكتب اللي غلافها 'غلاف فني'؟,SELECT * FROM books WHERE Cover = 'غلاف فني';
شو نوع كتاب بريطانيا والعراق؛ حقبة من الصراع 1914-1958؟,SELECT Category FROM books WHERE Title = 'بريطانيا والعراق؛ حقبة من الصراع 1914-1958';
"بتعرف عدد صفحات كتاب "" مجلة الجامعة الأسمرية - السنة الثالثة العدد الخامس""؟",SELECT Pages FROM books WHERE Title = 'مجلة الجامعة الأسمرية - السنة الثالثة العدد الخامس';
الكتاب أهم 365 نصيحة في تربية الأولاد نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'أهم 365 نصيحة في تربية الأولاد';
غلاف الكتاب بو وبا ينظفان ورقي ولا صلب؟,SELECT Cover FROM books WHERE Title = 'بو وبا ينظفان';
"قديش عدد صفحات "" عن الفساد وسنينه""؟",SELECT Pages FROM books WHERE Title = 'عن الفساد وسنينه';
"قديش عدد صفحات "" وجيعتنا يلا نزقف""؟",SELECT Pages FROM books WHERE Title = 'وجيعتنا يلا نزقف';
"قديش ثمن "" الواقع الاسلامي و الامل في النهوض""؟",SELECT Price FROM books WHERE Title = 'الواقع الاسلامي و الامل في النهوض';
قديش عدد صفحات مدخل الى أدب العصر الأموي؟,SELECT Pages FROM books WHERE Title = 'مدخل الى أدب العصر الأموي';
"قديش ثمن "" سويجا""؟",SELECT Price FROM books WHERE Title = 'سويجا';
"ما نوع غلاف كتاب ""أرسم ، ألعب""؟","SELECT Cover FROM books WHERE Title = 'أرسم ، ألعب';"
"مين اللي كاتب كتاب "" أبعاد - العدد السادس، الفوارق الطبقية في لبنان""؟","SELECT Author FROM books WHERE Title = 'أبعاد - العدد السادس، الفوارق الطبقية في لبنان';"
"بتعرف عدد صفحات كتاب "" العالم الإسلامي وأوروبا من الحوار إلى التفاهم""؟",SELECT Pages FROM books WHERE Title = 'العالم الإسلامي وأوروبا من الحوار إلى التفاهم';
عن شو بيحكي كتاب أول زهرة في الأرض؟,SELECT Description FROM books WHERE Title = 'أول زهرة في الأرض';
"سعر "" فتح المغيث بترتيب ما في سنن النسائي"" قديش؟",SELECT Price FROM books WHERE Title = 'فتح المغيث بترتيب ما في سنن النسائي';
بدي أعرف شو الكتب اللي طبعتها دار الشركة العالمية للكتاب؟,SELECT Title FROM books WHERE Publisher = 'الشركة العالمية للكتاب';
"مين الكاتب تبع "" أنثروبولوجيا العولمة""؟",SELECT Author FROM books WHERE Title = 'أنثروبولوجيا العولمة';
"سعر "" شهرزاد"" قديش؟",SELECT Price FROM books WHERE Title = 'شهرزاد';
"سعر "" صحيح مسلم مع فهارس"" قديش؟",SELECT Price FROM books WHERE Title = 'صحيح مسلم مع فهارس';
"سعر ""طبائع الكواكبي في طبائع الإستبداد"" قديش؟",SELECT Price FROM books WHERE Title = 'طبائع الكواكبي في طبائع الإستبداد';
ما اسم الناشر وسنة النشر لكتاب ' رياض المدح والرثاء'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'رياض المدح والرثاء';"
"ما هو تصنيف كتاب ""مكتبة الحيوانات الممتعة""؟",SELECT Category FROM books WHERE Title = 'مكتبة الحيوانات الممتعة';
"مين الكاتب تبع "" حب وبلاوي أخرى""؟",SELECT Author FROM books WHERE Title = 'حب وبلاوي أخرى';
"مين الكاتب تبع "" جهود الإمام أبي عبيد القاسم بن سلام في علوم القراءات""؟",SELECT Author FROM books WHERE Title = 'جهود الإمام أبي عبيد القاسم بن سلام في علوم القراءات';
"بتعرف مين كتب "" المثبتات التلقائية في تحقيق استقرار الموازنة العامة للدولة""؟",SELECT Author FROM books WHERE Title = 'المثبتات التلقائية في تحقيق استقرار الموازنة العامة للدولة';
"ما هو سعر كتاب ""الزواج والجنس""؟",SELECT Price FROM books WHERE Title = 'الزواج والجنس';
"شو سعر كتاب "" اثر المستوي الإجتماعي للموظف علي تطبيق معايير الجودة بالعمل""؟",SELECT Price FROM books WHERE Title = 'اثر المستوي الإجتماعي للموظف علي تطبيق معايير الجودة بالعمل';
"سعر "" أساسيات البيع ومبادئ النجاح"" قديش؟",SELECT Price FROM books WHERE Title = 'أساسيات البيع ومبادئ النجاح';
"قديش ثمن "" مغير قواعد اللعبة""؟",SELECT Price FROM books WHERE Title = 'مغير قواعد اللعبة';
"سعر "" حضور الأدب الرمادي في البيئة الرقمية"" قديش؟",SELECT Price FROM books WHERE Title = 'حضور الأدب الرمادي في البيئة الرقمية';
"بدي أعرف بكم سعر كتاب "" إيقاع الفكر""؟",SELECT Price FROM books WHERE Title = 'إيقاع الفكر';
"مين الكاتب تبع "" قواعد النجاح السبع في السبع المثاني""؟",SELECT Author FROM books WHERE Title = 'قواعد النجاح السبع في السبع المثاني';
شو الفئة الفرعية تبعت التحية الأخيرة للرئيس بوش؟,SELECT Subcategory FROM books WHERE Title = 'التحية الأخيرة للرئيس بوش';
"مين ألّف كتاب مصر والعراق، دراسة حضارية؟","SELECT Author FROM books WHERE Title = 'مصر والعراق، دراسة حضارية';"
"بتعرف مين كتب "" الاقتصاد العربي؛ الإنجاز والأخطار""؟",SELECT Author FROM books WHERE Title = 'الاقتصاد العربي؛ الإنجاز والأخطار';
قديش حق مصر أصل الحضارة؟,SELECT Price FROM books WHERE Title = 'مصر أصل الحضارة';
"مين الكاتب تبع "" برنامج إثرائي لتنمية وعي الطلاب بحقوق الإنسان""؟",SELECT Author FROM books WHERE Title = 'برنامج إثرائي لتنمية وعي الطلاب بحقوق الإنسان';
"قديش ثمن "" دور الغرف العربية في اقتصاد متغير""؟",SELECT Price FROM books WHERE Title = 'دور الغرف العربية في اقتصاد متغير';
ما الكتب التي كتبها روجيه شكيب الخوري وما هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'روجيه شكيب الخوري';"
"قديش عدد صفحات "" الثقافة النفسية المتخصصة - العدد الرابع والثلاثون""؟",SELECT Pages FROM books WHERE Title = 'الثقافة النفسية المتخصصة - العدد الرابع والثلاثون';
"قديش ثمن "" مغامرات سبوتنيك""؟",SELECT Price FROM books WHERE Title = 'مغامرات سبوتنيك';
الكتاب المعتمد في السياحة والأثار شو موضوعه؟,SELECT Description FROM books WHERE Title = 'المعتمد في السياحة والأثار';
"مين الكاتب تبع "" آداب الجنائز""؟",SELECT Author FROM books WHERE Title = 'آداب الجنائز';
"بتعرف مين كتب "" لبنان الدين والدنيا""؟",SELECT Author FROM books WHERE Title = 'لبنان الدين والدنيا';
"ما هو تصنيف كتاب ""Les Yézidis de Syrie et du Djebel Sindjar""؟",SELECT Category FROM books WHERE Title = 'Les Yézidis de Syrie et du Djebel Sindjar';
